Module	Section	Sample Name	Source
fastp	all_sections	muscle_11_CKDL190139953-1a-D709-AK1545_H3WF3BBXX_L5_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/muscle/muscle_11/fastp.json
fastp	all_sections	muscle_12_CKDL190139953-1a-D710-AK1545_H3WF3BBXX_L5_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/muscle/muscle_12/fastp.json
fastp	all_sections	muscle_13_CKDL190139953-1a-D711-AK1545_H3WF3BBXX_L5_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/muscle/muscle_13/fastp.json
fastp	all_sections	muscle_14_CKDL190139953-1a-D712-AK1545_H3WF3BBXX_L5_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/muscle/muscle_14/fastp.json
fastp	all_sections	muscle_15_CKDL190139953-1a-D708-AK1546_H3WF3BBXX_L5_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/muscle/muscle_15/fastp.json
fastp	all_sections	muscle_16_CKDL190139953-1a-D709-AK1546_H3WF3BBXX_L5_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/muscle/muscle_16/fastp.json
fastp	all_sections	muscle_17_CKDL190139953-1a-D710-AK1546_H3WF3BBXX_L5_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/muscle/muscle_17/fastp.json
fastp	all_sections	muscle_18_CKDL190139953-1a-D711-AK1546_H3WF3BBXX_L5_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/muscle/muscle_18/fastp.json
fastp	all_sections	muscle_19_CKDL190139953-1a-D712-AK1546_H3WF3BBXX_L5_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/muscle/muscle_19/fastp.json
fastp	all_sections	muscle_2_CKDL190139953-1a-D709-AK1543_H3WF3BBXX_L5_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/muscle/muscle_2/fastp.json
fastp	all_sections	muscle_3_CKDL190139953-1a-D710-AK1543_H3WF3BBXX_L5_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/muscle/muscle_3/fastp.json
fastp	all_sections	muscle_4_CKDL190139953-1a-D711-AK1543_H3WF3BBXX_L5_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/muscle/muscle_4/fastp.json
fastp	all_sections	muscle_5_CKDL190139953-1a-D712-AK1543_H3WF3BBXX_L5_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/muscle/muscle_5/fastp.json
fastp	all_sections	muscle_6_CKDL190139953-1a-D708-AK1544_H3WF3BBXX_L5_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/muscle/muscle_6/fastp.json
fastp	all_sections	muscle_7_CKDL190139953-1a-D710-AK1544_H3WF3BBXX_L5_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/muscle/muscle_7/fastp.json
fastp	all_sections	muscle_8_CKDL190139953-1a-D711-AK1544_H3WF3BBXX_L5_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/muscle/muscle_8/fastp.json
fastp	all_sections	muscle_9_CKDL190139953-1a-D712-AK1544_H3WF3BBXX_L5_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/muscle/muscle_9/fastp.json
fastp	all_sections	spleen_1_CKDL190139955-1a-D708-AK1543_H3WF3BBXX_L7_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/spleen/spleen_1/fastp.json
fastp	all_sections	spleen_10_CKDL190139955-1a-D708-AK1545_H3WF3BBXX_L7_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/spleen/spleen_10/fastp.json
fastp	all_sections	spleen_11_CKDL190139955-1a-D709-AK1545_H3WF3BBXX_L7_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/spleen/spleen_11/fastp.json
fastp	all_sections	spleen_12_CKDL190139955-1a-D710-AK1545_H3WF3BBXX_L7_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/spleen/spleen_12/fastp.json
fastp	all_sections	spleen_13_CKDL190139955-1a-D711-AK1545_H3WF3BBXX_L7_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/spleen/spleen_13/fastp.json
fastp	all_sections	spleen_14_CKDL190139955-1a-D712-AK1545_H3WF3BBXX_L7_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/spleen/spleen_14/fastp.json
fastp	all_sections	spleen_15_CKDL190139955-1a-D708-AK1546_H3WF3BBXX_L7_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/spleen/spleen_15/fastp.json
fastp	all_sections	spleen_16_CKDL190139955-1a-D709-AK1546_H3WF3BBXX_L7_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/spleen/spleen_16/fastp.json
fastp	all_sections	spleen_17_CKDL190139955-1a-D710-AK1546_H3WF3BBXX_L7_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/spleen/spleen_17/fastp.json
fastp	all_sections	spleen_18_CKDL190139955-1a-D711-AK1546_H3WF3BBXX_L7_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/spleen/spleen_18/fastp.json
fastp	all_sections	spleen_19_CKDL190139955-1a-D712-AK1546_H3WF3BBXX_L7_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/spleen/spleen_19/fastp.json
fastp	all_sections	spleen_2_CKDL190139955-1a-D709-AK1543_H3WF3BBXX_L7_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/spleen/spleen_2/fastp.json
fastp	all_sections	spleen_3_CKDL190139955-1a-D710-AK1543_H3WF3BBXX_L7_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/spleen/spleen_3/fastp.json
fastp	all_sections	spleen_4_CKDL190139955-1a-D711-AK1543_H3WF3BBXX_L7_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/spleen/spleen_4/fastp.json
fastp	all_sections	spleen_5_CKDL190139955-1a-D712-AK1543_H3WF3BBXX_L7_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/spleen/spleen_5/fastp.json
fastp	all_sections	spleen_6_CKDL190139955-1a-D708-AK1544_H3WF3BBXX_L7_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/spleen/spleen_6/fastp.json
fastp	all_sections	spleen_7_CKDL190139955-1a-D709-AK1544_H3WF3BBXX_L7_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/spleen/spleen_7/fastp.json
fastp	all_sections	spleen_8_CKDL190139955-1a-D711-AK1544_H3WF3BBXX_L7_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/spleen/spleen_8/fastp.json
fastp	all_sections	spleen_9_CKDL190139955-1a-D712-AK1544_H3WF3BBXX_L7_1	/mnt/c/Users/alanx/Downloads/REPORT/FASTP_REPORT/spleen/spleen_9/fastp.json
